Player,Season,Age,Nation,Team,Comp,Pos,PKatt,PK,PKm,Conversion%,conversion_rate
Declan Rice,2022-2023,23.0,eng ENG,West Ham,EPL,MF,1.0,0.0,1.0,0.0,0.0
Dean Whitehead,2007-2008,25.0,eng ENG,Sunderland,EPL,"DF,MF",1.0,0.0,1.0,0.0,0.0
Davor Šuker,1999-2000,31.0,hr CRO,Arsenal,EPL,FW,1.0,0.0,1.0,0.0,0.0
David Silva,2012-2013,26.0,es ESP,Manchester City,EPL,"FW,MF",1.0,0.0,1.0,0.0,0.0
David Ginola,1997-1998,30.0,fr FRA,Tottenham,EPL,"FW,MF",1.0,0.0,1.0,0.0,0.0
Darwin Núñez,2023-2024,24.0,uy URU,Liverpool,EPL,FW,1.0,0.0,1.0,0.0,0.0
Darius Vassell,2006-2007,26.0,eng ENG,Manchester City,EPL,"FW,MF",1.0,0.0,1.0,0.0,0.0
Danny Welbeck,2020-2021,29.0,eng ENG,Brighton,EPL,FW,1.0,0.0,1.0,0.0,0.0
Danny Webber,2006-2007,24.0,eng ENG,Sheffield Utd,EPL,FW,1.0,0.0,1.0,0.0,0.0
Daniel Sturridge,2013-2014,23.0,eng ENG,Liverpool,EPL,"FW,MF",1.0,0.0,1.0,0.0,0.0
Craig Gardner,2015-2016,28.0,eng ENG,West Brom,EPL,MF,1.0,0.0,1.0,0.0,0.0
Craig Burley,2000-2001,28.0,sct SCO,Derby County,EPL,MF,1.0,0.0,1.0,0.0,0.0
Clint Dempsey,2011-2012,28.0,us USA,Fulham,EPL,"FW,MF",1.0,0.0,1.0,0.0,0.0
Claus Jensen,2003-2004,26.0,dk DEN,Charlton Ath,EPL,MF,1.0,0.0,1.0,0.0,0.0
Claude Makélélé,2004-2005,31.0,fr FRA,Chelsea,EPL,MF,1.0,0.0,1.0,0.0,0.0
Christian Benítez,2009-2010,23.0,ec ECU,Birmingham City,EPL,FW,1.0,0.0,1.0,0.0,0.0
Chris Armstrong,1994-1995,23.0,eng ENG,Crystal Palace,EPL,FW,1.0,0.0,1.0,0.0,0.0
Chris Armstrong,1992-1993,21.0,eng ENG,Crystal Palace,EPL,FW,1.0,0.0,1.0,0.0,0.0
Charlie Austin,2018-2019,29.0,eng ENG,Southampton,EPL,FW,1.0,0.0,1.0,0.0,0.0
Charlie Adam,2017-2018,31.0,sct SCO,Stoke City,EPL,MF,1.0,0.0,1.0,0.0,0.0
Cesc Fàbregas,2010-2011,23.0,es ESP,Arsenal,EPL,"FW,MF",1.0,0.0,1.0,0.0,0.0
Carlton Cole,2010-2011,26.0,eng ENG,West Ham,EPL,FW,1.0,0.0,1.0,0.0,0.0
Carlos Tevez,2011-2012,27.0,ar ARG,Manchester City,EPL,"FW,MF",1.0,0.0,1.0,0.0,0.0
Cameron Archer,2024-2025,23.0,eng ENG,Southampton,EPL,FW,1.0,0.0,1.0,0.0,0.0
Brian Deane,1996-1997,28.0,eng ENG,Leeds United,EPL,FW,1.0,0.0,1.0,0.0,0.0
Beto,2023-2024,25.0,gw GNB,Everton,EPL,FW,1.0,0.0,1.0,0.0,0.0
Benjani,2007-2008,28.0,zw ZIM,2 Teams,EPL,FW,1.0,0.0,1.0,0.0,0.0
Benito Carbone,2000-2001,28.0,it ITA,Bradford City,EPL,FW,1.0,0.0,1.0,0.0,0.0
Benik Afobe,2016-2017,23.0,cd COD,Bournemouth,EPL,FW,1.0,0.0,1.0,0.0,0.0
Ashley Young,2008-2009,23.0,eng ENG,Aston Villa,EPL,"DF,FW",1.0,0.0,1.0,0.0,0.0
Anthony Martial,2019-2020,23.0,fr FRA,Manchester Utd,EPL,FW,1.0,0.0,1.0,0.0,0.0
Andreas Pereira,2024-2025,28.0,br BRA,Fulham,EPL,MF,1.0,0.0,1.0,0.0,0.0
André Ayew,2017-2018,27.0,gh GHA,2 Teams,EPL,"MF,FW",1.0,0.0,1.0,0.0,0.0
André Ayew,2022-2023,32.0,gh GHA,Nott'ham Forest,EPL,"FW,MF",1.0,0.0,1.0,0.0,0.0
Allan Nielsen,1998-1999,27.0,dk DEN,Tottenham,EPL,MF,1.0,0.0,1.0,0.0,0.0
Alexis Sánchez,2014-2015,25.0,cl CHI,Arsenal,EPL,"FW,MF",1.0,0.0,1.0,0.0,0.0
Aleksandar Kolarov,2015-2016,29.0,rs SRB,Manchester City,EPL,DF,1.0,0.0,1.0,0.0,0.0
Alan Thompson,1998-1999,24.0,eng ENG,Aston Villa,EPL,MF,1.0,0.0,1.0,0.0,0.0
Alan Smith,2002-2003,21.0,eng ENG,Leeds United,EPL,"FW,MF",1.0,0.0,1.0,0.0,0.0
Ademola Lookman,2020-2021,22.0,ng NGA,Fulham,EPL,"FW,MF",1.0,0.0,1.0,0.0,0.0
Adel Taarabt,2012-2013,23.0,ma MAR,QPR,EPL,"FW,MF",1.0,0.0,1.0,0.0,0.0
Adam Armstrong,2024-2025,27.0,eng ENG,Southampton,EPL,"FW,MF",1.0,0.0,1.0,0.0,0.0
Érik Lamela,2016-2017,24.0,ar ARG,Tottenham,EPL,"FW,MF",1.0,0.0,1.0,0.0,0.0
İlkay Gündoğan,2022-2023,31.0,de GER,Manchester City,EPL,MF,1.0,0.0,1.0,0.0,0.0
Simone Inzaghi,1999-2000,23.0,it ITA,Lazio,CL,,1.0,0.0,1.0,0.0,0.0
Jörg Albertz,2000-2001,29.0,de GER,Rangers,CL,,1.0,0.0,1.0,0.0,0.0
Andriy Vorobey,2000-2001,21.0,ua UKR,Shakhtar Donetsk,CL,,1.0,0.0,1.0,0.0,0.0
Thierry Henry,2000-2001,22.0,fr FRA,Arsenal,CL,,1.0,0.0,1.0,0.0,0.0
Stefan Effenberg,2001-2002,32.0,de GER,Bayern Munich,CL,,1.0,0.0,1.0,0.0,0.0
Juan Román Riquelme,2002-2003,24.0,ar ARG,Barcelona,CL,,1.0,0.0,1.0,0.0,0.0
Michael Owen,2002-2003,22.0,eng ENG,Liverpool,CL,,1.0,0.0,1.0,0.0,0.0
Bent Skammelsrud,2002-2003,36.0,no NOR,Rosenborg,CL,,1.0,0.0,1.0,0.0,0.0
Domenico Morfeo,2002-2003,26.0,it ITA,Inter,CL,,1.0,0.0,1.0,0.0,0.0
Avishai Jano,2002-2003,32.0,il ISR,Maccabi Haifa,CL,,1.0,0.0,1.0,0.0,0.0
Alan Thompson,2003-2004,29.0,eng ENG,Celtic,CL,,1.0,0.0,1.0,0.0,0.0
Fernando Meira,2003-2004,25.0,pt POR,Stuttgart,CL,,1.0,0.0,1.0,0.0,0.0
Ivica Mornar,2003-2004,29.0,hr CRO,Anderlecht,CL,,1.0,0.0,1.0,0.0,0.0
Sergei Ignashevich,2004-2005,25.0,ru RUS,CSKA Moscow,CL,,1.0,0.0,1.0,0.0,0.0
Angelos Basinas,2004-2005,28.0,gr GRE,Panathinaikos,CL,,1.0,0.0,1.0,0.0,0.0
Christian Vieri,2004-2005,31.0,it ITA,Inter,CL,,1.0,0.0,1.0,0.0,0.0
Wesley Sneijder,2004-2005,20.0,nl NED,Ajax,CL,,1.0,0.0,1.0,0.0,0.0
Andrés Iniesta,2004-2005,20.0,es ESP,Barcelona,CL,,1.0,0.0,1.0,0.0,0.0
Xabi Alonso,2004-2005,22.0,es ESP,Liverpool,CL,,1.0,0.0,1.0,0.0,0.0
Mark van Bommel,2004-2005,27.0,nl�NED,PSV Eindhoven,CL,,1.0,0.0,1.0,0.0,0.0
P�r Zetterberg,2004-2005,33.0,se�SWE,Anderlecht,CL,,1.0,0.0,1.0,0.0,0.0
Adriano,2005-2006,23.0,br BRA,Inter,CL,,1.0,0.0,1.0,0.0,0.0
Juninho Pernambucano,2005-2006,30.0,br BRA,Lyon,CL,,1.0,0.0,1.0,0.0,0.0
Per Ciljan Skjelbred,2005-2006,18.0,no NOR,Rosenborg,CL,,1.0,0.0,1.0,0.0,0.0
Thomas Hitzlsperger,2007-2008,25.0,de GER,Stuttgart,CL,,1.0,0.0,1.0,0.0,0.0
Tommaso Rocchi,2007-2008,29.0,it ITA,Lazio,CL,,1.0,0.0,1.0,0.0,0.0
Sebastian Giovinco,2008-2009,21.0,it ITA,Juventus,CL,,1.0,0.0,1.0,0.0,0.0
Barry Robson,2008-2009,29.0,sct SCO,Celtic,CL,,1.0,0.0,1.0,0.0,0.0
Yoann Gourcuff,2009-2010,23.0,fr FRA,Bordeaux,CL,,1.0,0.0,1.0,0.0,0.0
Jussiê,2009-2010,25.0,br BRA,Bordeaux,CL,,1.0,0.0,1.0,0.0,0.0
Steven Davis,2009-2010,24.0,nir NIR,Rangers,CL,,1.0,0.0,1.0,0.0,0.0
Lucho González,2009-2010,28.0,ar ARG,Marseille,CL,,1.0,0.0,1.0,0.0,0.0
Rafael van der Vaart,2010-2011,27.0,nl NED,Tottenham,CL,,1.0,0.0,1.0,0.0,0.0
Andrey Arshavin,2010-2011,29.0,ru RUS,Arsenal,CL,,1.0,0.0,1.0,0.0,0.0
Gareth Bale,2010-2011,21.0,wls WAL,Tottenham,CL,,1.0,0.0,1.0,0.0,0.0
Marco Borriello,2010-2011,28.0,it ITA,Roma,CL,,1.0,0.0,1.0,0.0,0.0
Roman Shirokov,2011-2012,30.0,ru RUS,Zenit,CL,,1.0,0.0,1.0,0.0,0.0
Luiz Adriano,2011-2012,24.0,br BRA,Shakhtar,CL,,1.0,0.0,1.0,0.0,0.0
Mario Gómez,2011-2012,26.0,de GER,Bayern Munich,CL,,1.0,0.0,1.0,0.0,0.0
David Luiz,2011-2012,24.0,br BRA,Chelsea,CL,,1.0,0.0,1.0,0.0,0.0
Mats Hummels,2012-2013,23.0,de GER,Dortmund,CL,,1.0,0.0,1.0,0.0,0.0
Nani,2012-2013,25.0,pt POR,Manchester Utd,CL,,1.0,0.0,1.0,0.0,0.0
Nicolai Stokholm,2012-2013,36.0,dk DEN,Nordsjælland,CL,,1.0,0.0,1.0,0.0,0.0
Eden Hazard,2012-2013,21.0,be BEL,Chelsea,CL,,1.0,0.0,1.0,0.0,0.0
Mario Mandžukić,2012-2013,26.0,hr CRO,Bayern Munich,CL,,1.0,0.0,1.0,0.0,0.0
Óscar Cardozo,2012-2013,29.0,py PAR,Benfica,CL,,1.0,0.0,1.0,0.0,0.0
David Alaba,2013-2014,21.0,at AUT,Bayern Munich,CL,,1.0,0.0,1.0,0.0,0.0
Ángel Di María,2013-2014,25.0,ar ARG,Real Madrid,CL,,1.0,0.0,1.0,0.0,0.0
Vladimír Weiss,2013-2014,23.0,sk SVK,Olympiacos,CL,,1.0,0.0,1.0,0.0,0.0
Aleksandar Mitrović,2013-2014,18.0,rs SRB,Anderlecht,CL,,1.0,0.0,1.0,0.0,0.0
Kolbeinn Sigþórsson,2013-2014,23.0,is ISL,Ajax,CL,,1.0,0.0,1.0,0.0,0.0
Josué Pesqueira,2013-2014,22.0,pt POR,Porto,CL,,1.0,0.0,1.0,0.0,0.0
Javier Saviola,2013-2014,31.0,ar ARG,Olympiacos,CL,,1.0,0.0,1.0,0.0,0.0
Carlos Vela,2013-2014,24.0,mx MEX,Real Sociedad,CL,,1.0,0.0,1.0,0.0,0.0
Yacine Brahimi,2014-2015,24.0,dz ALG,Porto,CL,,1.0,0.0,1.0,0.0,0.0
Agim Ibraimi,2014-2015,25.0,mk MKD,NK Maribor,CL,,1.0,0.0,1.0,0.0,0.0
Lionel Messi,2014-2015,27.0,ar ARG,Barcelona,CL,,1.0,0.0,1.0,0.0,0.0
Edin Džeko,2015-2016,29.0,ba BIH,Roma,CL,,1.0,0.0,1.0,0.0,0.0
Zlatan Ibrahimović,2015-2016,33.0,se SWE,Paris S-G,CL,,1.0,0.0,1.0,0.0,0.0
Markus Rosenberg,2015-2016,32.0,se SWE,Malmö,CL,,1.0,0.0,1.0,0.0,0.0
Jürgen Locadia,2015-2016,21.0,cw CUW,PSV Eindhoven,CL,,1.0,0.0,1.0,0.0,0.0
Kostas Fortounis,2015-2016,22.0,gr GRE,Olympiacos,CL,,1.0,0.0,1.0,0.0,0.0
Raffael,2015-2016,30.0,br BRA,Gladbach,CL,,1.0,0.0,1.0,0.0,0.0
Alexandre Lacazette,2015-2016,24.0,fr FRA,Lyon,CL,,1.0,0.0,1.0,0.0,0.0
Eden Hazard,2015-2016,24.0,be BEL,Chelsea,CL,,1.0,0.0,1.0,0.0,0.0
Roman Eremenko,2015-2016,28.0,fi FIN,CSKA Moscow,CL,,1.0,0.0,1.0,0.0,0.0
Nikola Đurđić,2015-2016,29.0,rs SRB,Malmö,CL,,1.0,0.0,1.0,0.0,0.0
Luciano Vietto,2016-2017,22.0,ar ARG,Sevilla,CL,,1.0,0.0,1.0,0.0,0.0
Alexis Sánchez,2016-2017,27.0,cl CHI,Arsenal,CL,,1.0,0.0,1.0,0.0,0.0
Lorenzo Insigne,2016-2017,25.0,it ITA,Napoli,CL,,1.0,0.0,1.0,0.0,0.0
Joaquín Correa,2016-2017,21.0,ar ARG,Sevilla,CL,,1.0,0.0,1.0,0.0,0.0
Fabinho,2016-2017,22.0,br BRA,Monaco,CL,,1.0,0.0,1.0,0.0,0.0
Cosmin Moți,2016-2017,31.0,ro ROU,Ludogorets,CL,,1.0,0.0,1.0,0.0,0.0
Alexandre Lacazette,2016-2017,25.0,fr FRA,Lyon,CL,,1.0,0.0,1.0,0.0,0.0
Ludwig Augustinsson,2016-2017,22.0,se SWE,FC Copenhagen,CL,,1.0,0.0,1.0,0.0,0.0
Júnior Moraes,2016-2017,29.0,ua UKR,Dynamo Kyiv,CL,,1.0,0.0,1.0,0.0,0.0
Steven Nzonzi,2016-2017,27.0,fr FRA,Sevilla,CL,,1.0,0.0,1.0,0.0,0.0
Pierre-Emerick Aubameyang,2016-2017,27.0,ga GAB,Dortmund,CL,,1.0,0.0,1.0,0.0,0.0
Andr�s Guardado,2016-2017,29.0,mx�MEX,PSV Eindhoven,CL,,1.0,0.0,1.0,0.0,0.0
Franck Rib�ry,2016-2017,33.0,fr�FRA,Bayern Munich,CL,,1.0,0.0,1.0,0.0,0.0
Wendell,2016-2017,23.0,br�BRA,Leverkusen,CL,,1.0,0.0,1.0,0.0,0.0
Davy Pr�pper,2016-2017,24.0,nl�NED,PSV Eindhoven,CL,,1.0,0.0,1.0,0.0,0.0
James Milner,2017-2018,31.0,eng ENG,Liverpool,CL,,1.0,0.0,1.0,0.0,0.0
Roberto Firmino,2017-2018,25.0,br BRA,Liverpool,CL,,1.0,0.0,1.0,0.0,0.0
Dries Mertens,2017-2018,30.0,be BEL,Napoli,CL,,1.0,0.0,1.0,0.0,0.0
Jens Toornstra,2017-2018,28.0,nl NED,Feyenoord,CL,,1.0,0.0,1.0,0.0,0.0
Manuel Fernandes,2018-2019,32.0,pt POR,Loko Moscow,CL,,1.0,0.0,1.0,0.0,0.0
Roman Procházka,2018-2019,29.0,sk SVK,Viktoria Plzeň,CL,,1.0,0.0,1.0,0.0,0.0
Radamel Falcao,2018-2019,32.0,co COL,Monaco,CL,,1.0,0.0,1.0,0.0,0.0
Daniel Parejo,2018-2019,29.0,es ESP,Valencia,CL,,1.0,0.0,1.0,0.0,0.0
Paco Alcácer,2018-2019,24.0,es ESP,Dortmund,CL,,1.0,0.0,1.0,0.0,0.0
Sadio Mané,2018-2019,26.0,sn SEN,Liverpool,CL,,1.0,0.0,1.0,0.0,0.0
Kieran Trippier,2019-2020,28.0,eng ENG,Atlético Madrid,CL,,1.0,0.0,1.0,0.0,0.0
Marco Reus,2019-2020,30.0,de GER,Dortmund,CL,,1.0,0.0,1.0,0.0,0.0
Ross Barkley,2019-2020,25.0,eng ENG,Chelsea,CL,,1.0,0.0,1.0,0.0,0.0
Gabriel Jesus,2019-2020,22.0,br BRA,Manchester City,CL,,1.0,0.0,1.0,0.0,0.0
Tomané,2019-2020,26.0,pt POR,Red Star,CL,,1.0,0.0,1.0,0.0,0.0
Mbaye Diagne,2019-2020,27.0,sn SEN,Club Brugge,CL,,1.0,0.0,1.0,0.0,0.0
Lautaro Mart�nez,2019-2020,21.0,ar�ARG,Inter,CL,,1.0,0.0,1.0,0.0,0.0
Ángel Di María,2020-2021,32.0,ar ARG,Paris S-G,CL,,1.0,0.0,1.0,0.0,0.0
André Silva,2021-2022,25.0,pt POR,RB Leipzig,CL,,1.0,0.0,1.0,0.0,0.0
Kylian Mbappé,2021-2022,22.0,fr FRA,Paris S-G,CL,,1.0,0.0,1.0,0.0,0.0
Artem Dzyuba,2021-2022,32.0,ru RUS,Zenit,CL,,1.0,0.0,1.0,0.0,0.0
Josip Juranović,2022-2023,26.0,hr CRO,Celtic,CL,,1.0,0.0,1.0,0.0,0.0
Kerem Demirbay,2022-2023,29.0,de GER,Leverkusen,CL,,1.0,0.0,1.0,0.0,0.0
Patrik Schick,2022-2023,26.0,cz CZE,Leverkusen,CL,,1.0,0.0,1.0,0.0,0.0
Victor Osimhen,2022-2023,23.0,ng NGA,Napoli,CL,,1.0,0.0,1.0,0.0,0.0
Noa Lang,2022-2023,23.0,nl NED,Club Brugge,CL,,1.0,0.0,1.0,0.0,0.0
Yannick Carrasco,2022-2023,28.0,be BEL,Atlético Madrid,CL,,1.0,0.0,1.0,0.0,0.0
Antoine Griezmann,2022-2023,31.0,fr FRA,Atlético Madrid,CL,,1.0,0.0,1.0,0.0,0.0
Igor Paixão,2023-2024,23.0,br BRA,Feyenoord,CL,,1.0,0.0,1.0,0.0,0.0
Olivier Giroud,2023-2024,36.0,fr FRA,Milan,CL,,1.0,0.0,1.0,0.0,0.0
Álvaro djaló,2023-2024,23.0,es ESP,Braga,CL,,1.0,0.0,1.0,0.0,0.0
Luka Modrić,2023-2024,37.0,hr CRO,Real Madrid,CL,,1.0,0.0,1.0,0.0,0.0
Jordan Larsson,2023-2024,26.0,se SWE,FC Copenhagen,CL,,1.0,0.0,1.0,0.0,0.0
Karim Konaté,2023-2024,19.0,ci CIV,RB Salzburg,CL,,1.0,0.0,1.0,0.0,0.0
Brais Méndez,2023-2024,26.0,es ESP,Real Sociedad,CL,,1.0,0.0,1.0,0.0,0.0
Antoine Griezmann,2023-2024,32.0,fr FRA,Atlético Madrid,CL,,1.0,0.0,1.0,0.0,0.0
Toby Alderweireld,2023-2024,34.0,be�BEL,Antwerp,CL,,1.0,0.0,1.0,0.0,0.0
Marko Arnautovi?,2024-2025,35.0,at�AUT,Inter,CL,,1.0,0.0,1.0,0.0,0.0
Cristhian Stuani,2024-2025,37.0,uy�URU,Girona,CL,,1.0,0.0,1.0,0.0,0.0
Leandro Trossard,2024-2025,29.0,be�BEL,Arsenal,CL,,1.0,0.0,1.0,0.0,0.0
Kylian Mbapp�,2024-2025,25.0,fr�FRA,Real Madrid,CL,,1.0,0.0,1.0,0.0,0.0
Bojan Miovski,2024-2025,25.0,mk�MKD,Girona,CL,,1.0,0.0,1.0,0.0,0.0
Ademola Lookman,2024-2025,26.0,ng�NGA,Atalanta,CL,,1.0,0.0,1.0,0.0,0.0
Piotr Zieli?ski,2024-2025,30.0,pl�POL,Inter,CL,,1.0,0.0,1.0,0.0,0.0
Ollie Watkins,2024-2025,28.0,eng�ENG,Aston Villa,CL,,1.0,0.0,1.0,0.0,0.0
Raheem Sterling,2024-2025,29.0,eng�ENG,Arsenal,CL,,1.0,0.0,1.0,0.0,0.0
Karim Konat�,2024-2025,20.0,ci�CIV,RB Salzburg,CL,,1.0,0.0,1.0,0.0,0.0
Ayase Ueda,2024-2025,25.0,jp�JPN,Feyenoord,CL,,1.0,0.0,1.0,0.0,0.0
Mateo Retegui,2024-2025,25.0,it�ITA,Atalanta,CL,,1.0,0.0,1.0,0.0,0.0
Enzo Millot,2024-2025,22.0,fr�FRA,Stuttgart,CL,,1.0,0.0,1.0,0.0,0.0
Nino,2009-2010,29.0,es ESP,Tenerife,La Liga,"FW,MF",2.0,0.0,2.0,0.0,0.0
Manu García,2017-2018,31.0,es ESP,Alavés,La Liga,MF,2.0,0.0,2.0,0.0,0.0
Darko Kovačević,2003-2004,29.0,rs SRB,Real Sociedad,La Liga,FW,2.0,0.0,2.0,0.0,0.0
Enzo Maresca,2006-2007,26.0,it ITA,Sevilla,La Liga,MF,2.0,0.0,2.0,0.0,0.0
Edu Expósito,2020-2021,23.0,es ESP,Eibar,La Liga,MF,2.0,0.0,2.0,0.0,0.0
Rubén García,2021-2022,28.0,es ESP,Osasuna,La Liga,"MF,FW",2.0,0.0,2.0,0.0,0.0
Joselu,2023-2024,33.0,es ESP,Real Madrid,La Liga,FW,2.0,0.0,2.0,0.0,0.0
Borja Mayoral,2022-2023,25.0,es ESP,Getafe,La Liga,FW,2.0,0.0,2.0,0.0,0.0
Oli,2000-2001,28.0,es ESP,Oviedo,La Liga,FW,2.0,0.0,2.0,0.0,0.0
Riki,2012-2013,31.0,es ESP,La Coruña,La Liga,FW,2.0,0.0,2.0,0.0,0.0
Gaizka Toquero,2010-2011,25.0,es ESP,Athletic Club,La Liga,"FW,MF",2.0,0.0,2.0,0.0,0.0
Javi Guerrero,2006-2007,29.0,es ESP,Recreativo,La Liga,FW,2.0,0.0,2.0,0.0,0.0
Antonio Puertas,2023-2024,31.0,es ESP,Granada,La Liga,"MF,FW",2.0,0.0,2.0,0.0,0.0
Rubén Castro,2013-2014,32.0,es ESP,Betis,La Liga,"FW,MF",2.0,0.0,2.0,0.0,0.0
Diego Forlán,2010-2011,31.0,uy URU,Atlético Madrid,La Liga,"FW,MF",2.0,0.0,2.0,0.0,0.0
Antoine Griezmann,2016-2017,25.0,fr FRA,Atlético Madrid,La Liga,"FW,MF",2.0,0.0,2.0,0.0,0.0
Tote,2001-2002,22.0,es ESP,Valladolid,La Liga,"FW,MF",2.0,0.0,2.0,0.0,0.0
Mikel San José,2013-2014,24.0,es ESP,Athletic Club,La Liga,"DF,MF",1.0,0.0,1.0,0.0,0.0
Ianis Hagi,2023-2024,24.0,ro ROU,Alavés,La Liga,"MF,FW",1.0,0.0,1.0,0.0,0.0
Rubén Alcaraz,2018-2019,27.0,es ESP,Valladolid,La Liga,MF,1.0,0.0,1.0,0.0,0.0
Edu Gaspar,2008-2009,30.0,br BRA,Valencia,La Liga,MF,1.0,0.0,1.0,0.0,0.0
Youssef En-Nesyri,2017-2018,20.0,ma MAR,Málaga,La Liga,FW,1.0,0.0,1.0,0.0,0.0
Sergio León,2017-2018,28.0,es ESP,Betis,La Liga,FW,1.0,0.0,1.0,0.0,0.0
Santi Mina,2021-2022,25.0,es ESP,Celta Vigo,La Liga,FW,1.0,0.0,1.0,0.0,0.0
Borja Valero,2011-2012,26.0,es ESP,Villarreal,La Liga,MF,1.0,0.0,1.0,0.0,0.0
Walter Pandiani,2003-2004,27.0,uy URU,La Coruña,La Liga,FW,1.0,0.0,1.0,0.0,0.0
Álvaro Morata,2023-2024,30.0,es ESP,Atlético Madrid,La Liga,FW,1.0,0.0,1.0,0.0,0.0
Denis Suárez,2019-2020,25.0,es ESP,Celta Vigo,La Liga,"MF,FW",1.0,0.0,1.0,0.0,0.0
Fernando Niño,2000-2001,25.0,es ESP,Mallorca,La Liga,DF,1.0,0.0,1.0,0.0,0.0
Duda,2014-2015,34.0,pt POR,Málaga,La Liga,"DF,FW",1.0,0.0,1.0,0.0,0.0
Duda,2015-2016,35.0,pt POR,Málaga,La Liga,"DF,FW",1.0,0.0,1.0,0.0,0.0
Christian Riganò,2007-2008,33.0,it ITA,Levante,La Liga,FW,1.0,0.0,1.0,0.0,0.0
Samir Nasri,2016-2017,29.0,fr FRA,Sevilla,La Liga,"FW,MF",1.0,0.0,1.0,0.0,0.0
Gorka Brit,2008-2009,30.0,es ESP,Numancia,La Liga,FW,1.0,0.0,1.0,0.0,0.0
José Antonio Reyes,2010-2011,26.0,es ESP,Atlético Madrid,La Liga,MF,1.0,0.0,1.0,0.0,0.0
Marko Babić,2009-2010,28.0,hr CRO,Zaragoza,La Liga,"DF,MF",1.0,0.0,1.0,0.0,0.0
Portu,2019-2020,27.0,es ESP,Real Sociedad,La Liga,"FW,MF",1.0,0.0,1.0,0.0,0.0
José Manuel,2001-2002,27.0,es ESP,La Coruña,La Liga,MF,1.0,0.0,1.0,0.0,0.0
Rodrigo,2018-2019,27.0,es ESP,Valencia,La Liga,FW,1.0,0.0,1.0,0.0,0.0
Carlos Martins,2007-2008,25.0,pt POR,Recreativo,La Liga,MF,1.0,0.0,1.0,0.0,0.0
Dani García,2015-2016,25.0,es ESP,Eibar,La Liga,MF,1.0,0.0,1.0,0.0,0.0
Jony,2015-2016,24.0,es ESP,Sporting Gijón,La Liga,MF,1.0,0.0,1.0,0.0,0.0
Juan Rodríguez,2004-2005,22.0,es ESP,Málaga,La Liga,MF,1.0,0.0,1.0,0.0,0.0
Juan Rodríguez,2007-2008,25.0,es ESP,La Coruña,La Liga,MF,1.0,0.0,1.0,0.0,0.0
Aritz Aduriz,2019-2020,38.0,es ESP,Athletic Club,La Liga,"FW,MF",1.0,0.0,1.0,0.0,0.0
Aritz Aduriz,2005-2006,24.0,es ESP,Athletic Club,La Liga,FW,1.0,0.0,1.0,0.0,0.0
Aritz Aduriz,2009-2010,28.0,es ESP,Mallorca,La Liga,FW,1.0,0.0,1.0,0.0,0.0
Fernando,2006-2007,27.0,es ESP,Betis,La Liga,"FW,MF",1.0,0.0,1.0,0.0,0.0
Carlos Aranda,2011-2012,31.0,es ESP,2 Teams,La Liga,FW,1.0,0.0,1.0,0.0,0.0
Raúl,2000-2001,23.0,es ESP,Real Madrid,La Liga,FW,1.0,0.0,1.0,0.0,0.0
Sergio García,2008-2009,25.0,es ESP,Betis,La Liga,"FW,MF",1.0,0.0,1.0,0.0,0.0
Rubén Baraja,2003-2004,28.0,es ESP,Valencia,La Liga,MF,1.0,0.0,1.0,0.0,0.0
Sergi Guardiola,2018-2019,27.0,es ESP,2 Teams,La Liga,FW,1.0,0.0,1.0,0.0,0.0
Sergi Guardiola,2019-2020,28.0,es ESP,Valladolid,La Liga,FW,1.0,0.0,1.0,0.0,0.0
Ariel Nahuelpán,2010-2011,22.0,ar ARG,Racing Sant,La Liga,FW,1.0,0.0,1.0,0.0,0.0
Mirsad Hibić,2002-2003,28.0,ba BIH,Atlético Madrid,La Liga,DF,1.0,0.0,1.0,0.0,0.0
Pablo Orbaiz,2007-2008,28.0,es ESP,Athletic Club,La Liga,MF,1.0,0.0,1.0,0.0,0.0
Guilherme Siqueira,2014-2015,28.0,br BRA,Atlético Madrid,La Liga,"DF,MF",1.0,0.0,1.0,0.0,0.0
Hugo Duro,2022-2023,22.0,es ESP,Valencia,La Liga,FW,1.0,0.0,1.0,0.0,0.0
Mate Bilić,2009-2010,28.0,hr CRO,Sporting Gijón,La Liga,FW,1.0,0.0,1.0,0.0,0.0
Mohamed Tchité,2010-2011,26.0,bi BDI,Racing Sant,La Liga,FW,1.0,0.0,1.0,0.0,0.0
Ismael Urzaiz,2003-2004,31.0,es ESP,Athletic Club,La Liga,FW,1.0,0.0,1.0,0.0,0.0
Pierre Webó,2010-2011,28.0,cm CMR,Mallorca,La Liga,FW,1.0,0.0,1.0,0.0,0.0
Pierre Webó,2008-2009,26.0,cm CMR,Mallorca,La Liga,FW,1.0,0.0,1.0,0.0,0.0
Diego Castro,2014-2015,32.0,es ESP,Getafe,La Liga,"FW,MF",1.0,0.0,1.0,0.0,0.0
Vitorino Antunes,2017-2018,30.0,pt POR,Getafe,La Liga,DF,1.0,0.0,1.0,0.0,0.0
Salvi,2021-2022,30.0,es ESP,Cádiz,La Liga,"MF,FW",1.0,0.0,1.0,0.0,0.0
Francisco Puñal,2008-2009,32.0,es ESP,Osasuna,La Liga,MF,1.0,0.0,1.0,0.0,0.0
Míchel,2018-2019,30.0,es ESP,Valladolid,La Liga,MF,1.0,0.0,1.0,0.0,0.0
